8.000000 6.580000
8.000000 5.760000
8.000000 7.710000
8.000000 8.840000
8.000000 8.470000
8.000000 7.040000
8.000000 5.250000
19.000000 12.500000
8.000000 5.560000
8.000000 7.910000
8.000000 6.890000
10.000000 7.460000
8.000000 6.770000
13.000000 12.740000
9.000000 7.110000
11.000000 7.810000
14.000000 8.840000
6.000000 6.080000
4.000000 5.390000
12.000000 8.150000
7.000000 6.420000
5.000000 5.730000
10.000000 9.140000
8.000000 8.140000
13.000000 8.740000
9.000000 8.770000
11.000000 9.260000
14.000000 8.100000
6.000000 6.130000
4.000000 3.100000
12.000000 9.130000
7.000000 7.260000
5.000000 4.740000
10.000000 8.040000
8.000000 6.950000
13.000000 7.580000
9.000000 8.810000
11.000000 8.330000
14.000000 9.960000
6.000000 7.240000
4.000000 4.260000
12.000000 10.840000
7.000000 4.820000
5.000000 5.680000
